Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-01-07,1.75,-0.3967324602605861,-0.3967324602605861
2025-01-08,3.5,0.5489735697820078,0.5489735697820078
2025-01-13,2.25,-0.1265307373912736,-0.1265307373912736
2025-01-16,1.75,-0.3967324602605861,-0.3967324602605861
2025-01-17,3.0,0.27877184691269524,0.27877184691269524
2025-01-21,2.0,-0.26163159882592985,-0.26163159882592985
2025-01-22,2.75,0.14367098547803897,0.14367098547803897
2025-01-23,1.5,-0.5318333216952424,-0.5318333216952424
2025-01-24,1.25,-0.6669341831298987,-0.6669341831298987
2025-01-27,1.75,-0.3967324602605861,-0.3967324602605861
2025-01-28,2.5,0.008570124043382688,0.008570124043382688
2025-01-29,3.25,0.4138727083473515,0.4138727083473515
2025-02-03,3.75,0.6840744312166641,0.6840744312166641
2025-02-04,1.75,-0.3967324602605861,-0.3967324602605861
2025-02-05,1.75,-0.3967324602605861,-0.3967324602605861
2025-02-06,0.75,-0.9371359059992113,-0.9371359059992113
2025-02-10,2.0,-0.26163159882592985,-0.26163159882592985
2025-02-11,0.75,-0.9371359059992113,-0.9371359059992113
2025-02-14,1.0,-0.802035044564555,-0.802035044564555
2025-02-18,2.0,-0.26163159882592985,-0.26163159882592985
2025-02-19,1.25,-0.6669341831298987,-0.6669341831298987
2025-02-20,1.25,-0.6669341831298987,-0.6669341831298987
2025-02-21,2.501953125,0.009625599523340942,0.009625599523340942
2025-02-24,1.5,-0.5318333216952424,-0.5318333216952424
2025-02-25,1.5,-0.5318333216952424,-0.5318333216952424
2025-02-26,2.5,0.008570124043382688,0.008570124043382688
2025-03-03,4.75,1.224477876955289,1.224477876955289
2025-03-04,7.0,2.4403856298671958,2.4403856298671958
2025-03-05,3.5,0.5489735697820078,0.5489735697820078
2025-03-06,2.0,-0.26163159882592985,-0.26163159882592985
2025-03-10,3.25,0.4138727083473515,0.4138727083473515
2025-03-11,2.25,-0.1265307373912736,-0.1265307373912736
2025-03-14,1.5,-0.5318333216952424,-0.5318333216952424
2025-03-17,1.75,-0.3967324602605861,-0.3967324602605861
2025-03-18,1.75,-0.3967324602605861,-0.3967324602605861
2025-03-19,2.25,-0.1265307373912736,-0.1265307373912736
2025-03-20,1.75,-0.3967324602605861,-0.3967324602605861
2025-03-21,1.25,-0.6669341831298987,-0.6669341831298987
2025-03-24,1.75,-0.3967324602605861,-0.3967324602605861
2025-03-25,1.5,-0.5318333216952424,-0.5318333216952424
2025-03-26,2.5,0.008570124043382688,0.008570124043382688
2025-03-31,4.25,0.9542761540859767,0.9542761540859767
2025-04-01,2.0,-0.26163159882592985,-0.26163159882592985
2025-04-02,14.75,6.62851233434154,6.62851233434154
2025-04-03,3.75,0.6840744312166641,0.6840744312166641
2025-04-04,4.0,0.8191752926513204,0.8191752926513204
2025-04-07,10.0,4.061595967083071,4.061595967083071
2025-04-08,8.0,2.980789075605821,2.980789075605821
2025-04-09,11.5,4.872201135691008,4.872201135691008
2025-04-14,3.75,0.6840744312166641,0.6840744312166641
2025-04-15,2.75,0.14367098547803897,0.14367098547803897
2025-04-16,3.25,0.4138727083473515,0.4138727083473515
2025-04-17,1.5,-0.5318333216952424,-0.5318333216952424
2025-04-21,2.0,-0.26163159882592985,-0.26163159882592985
2025-04-22,2.0,-0.26163159882592985,-0.26163159882592985
2025-04-23,2.25,-0.1265307373912736,-0.1265307373912736
2025-04-24,1.25,-0.6669341831298987,-0.6669341831298987
2025-04-25,3.5,0.5489735697820078,0.5489735697820078
2025-04-28,1.5,-0.5318333216952424,-0.5318333216952424
2025-04-29,1.5,-0.5318333216952424,-0.5318333216952424
2025-05-01,3.25,0.4138727083473515,0.4138727083473515
2025-05-05,1.75,-0.3967324602605861,-0.3967324602605861
2025-05-06,1.75,-0.3967324602605861,-0.3967324602605861
2025-05-07,2.5,0.008570124043382688,0.008570124043382688
2025-05-08,2.75,0.14367098547803897,0.14367098547803897
2025-05-09,1.5059814453127274,-0.5286009280377474,-0.5286009280377474
2025-05-12,2.5,0.008570124043382688,0.008570124043382688
2025-05-14,2.0,-0.26163159882592985,-0.26163159882592985
2025-05-16,7.25,2.575486491301852,2.575486491301852
2025-05-19,3.0,0.27877184691269524,0.27877184691269524
2025-05-20,1.75,-0.3967324602605861,-0.3967324602605861
2025-05-21,2.75,0.14367098547803897,0.14367098547803897
2025-05-22,3.0,0.27877184691269524,0.27877184691269524
2025-05-23,2.0,-0.26163159882592985,-0.26163159882592985
2025-05-27,3.0,0.27877184691269524,0.27877184691269524
2025-05-28,2.25,-0.1265307373912736,-0.1265307373912736
2025-06-02,2.25,-0.1265307373912736,-0.1265307373912736
2025-06-03,1.25,-0.6669341831298987,-0.6669341831298987
2025-06-04,1.5,-0.5318333216952424,-0.5318333216952424
2025-06-05,1.25,-0.6669341831298987,-0.6669341831298987
2025-06-09,2.0,-0.26163159882592985,-0.26163159882592985
2025-06-10,1.25,-0.6669341831298987,-0.6669341831298987
2025-06-13,2.7559814453127274,0.14690337913553397,0.14690337913553397
2025-06-16,1.25,-0.6669341831298987,-0.6669341831298987
2025-06-17,1.5,-0.5318333216952424,-0.5318333216952424
2025-06-18,3.25,0.4138727083473515,0.4138727083473515
2025-06-20,1.5,-0.5318333216952424,-0.5318333216952424
2025-06-23,3.25,0.4138727083473515,0.4138727083473515
2025-06-24,0.25,-1.2073376288685238,-1.2073376288685238
