Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,3.25,0.4138727083473515,0.4138727083473515
2024-10-01,2.0,-0.26163159882592985,-0.26163159882592985
2024-10-02,1.25,-0.6669341831298987,-0.6669341831298987
2024-10-03,1.5,-0.5318333216952424,-0.5318333216952424
2024-10-07,1.25,-0.6669341831298987,-0.6669341831298987
2024-10-08,2.5,0.008570124043382688,0.008570124043382688
2024-10-09,1.75,-0.3967324602605861,-0.3967324602605861
2024-10-14,1.25,-0.6669341831298987,-0.6669341831298987
2024-10-15,1.25,-0.6669341831298987,-0.6669341831298987
2024-10-16,1.0,-0.802035044564555,-0.802035044564555
2024-10-17,1.5,-0.5318333216952424,-0.5318333216952424
2024-10-18,1.25,-0.6669341831298987,-0.6669341831298987
2024-10-21,1.75,-0.3967324602605861,-0.3967324602605861
2024-10-22,1.25,-0.6669341831298987,-0.6669341831298987
2024-10-23,2.0,-0.26163159882592985,-0.26163159882592985
2024-10-24,2.0,-0.26163159882592985,-0.26163159882592985
2024-10-25,2.25,-0.1265307373912736,-0.1265307373912736
2024-10-28,2.0,-0.26163159882592985,-0.26163159882592985
2024-10-29,3.25,0.4138727083473515,0.4138727083473515
2024-11-04,3.75,0.6840744312166641,0.6840744312166641
2024-11-05,2.5,0.008570124043382688,0.008570124043382688
2024-11-06,2.75,0.14367098547803897,0.14367098547803897
2024-11-07,3.75,0.6840744312166641,0.6840744312166641
2024-11-08,2.0,-0.26163159882592985,-0.26163159882592985
2024-11-11,2.25,-0.1265307373912736,-0.1265307373912736
2024-11-12,1.75,-0.3967324602605861,-0.3967324602605861
2024-11-15,2.25,-0.1265307373912736,-0.1265307373912736
2024-11-18,1.75,-0.3967324602605861,-0.3967324602605861
2024-11-19,2.25,-0.1265307373912736,-0.1265307373912736
2024-11-20,1.5,-0.5318333216952424,-0.5318333216952424
2024-11-21,1.5,-0.5318333216952424,-0.5318333216952424
2024-11-22,2.0,-0.26163159882592985,-0.26163159882592985
2024-11-25,1.5,-0.5318333216952424,-0.5318333216952424
2024-11-26,2.0,-0.26163159882592985,-0.26163159882592985
2024-12-02,4.0,0.8191752926513204,0.8191752926513204
2024-12-03,3.75,0.6840744312166641,0.6840744312166641
2024-12-04,1.5,-0.5318333216952424,-0.5318333216952424
2024-12-05,3.5,0.5489735697820078,0.5489735697820078
2024-12-09,3.5,0.5489735697820078,0.5489735697820078
2024-12-10,2.75,0.14367098547803897,0.14367098547803897
2024-12-13,1.5,-0.5318333216952424,-0.5318333216952424
2024-12-16,1.5,-0.5318333216952424,-0.5318333216952424
2024-12-17,2.25,-0.1265307373912736,-0.1265307373912736
2024-12-18,4.75,1.224477876955289,1.224477876955289
2024-12-23,1.75,-0.3967324602605861,-0.3967324602605861
2024-12-26,1.25,-0.6669341831298987,-0.6669341831298987
2024-12-27,1.5,-0.5318333216952424,-0.5318333216952424
2024-12-30,2.0,-0.26163159882592985,-0.26163159882592985
2024-12-31,1.25,-0.6669341831298987,-0.6669341831298987
2025-01-02,1.75,-0.3967324602605861,-0.3967324602605861
2025-01-03,1.0,-0.802035044564555,-0.802035044564555
2025-01-06,3.0,0.27877184691269524,0.27877184691269524
