Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-24,5.0,0.456467702316447,0.456467702316447
2025-04-25,2.75,-0.5601803351148295,-0.5601803351148295
2025-04-28,3.25,-0.33425854901899027,-0.33425854901899027
2025-04-29,4.5,0.2305459162206078,0.2305459162206078
2025-05-01,3.75,-0.10833676292315104,-0.10833676292315104
2025-05-05,4.5,0.2305459162206078,0.2305459162206078
2025-05-06,3.25,-0.33425854901899027,-0.33425854901899027
2025-05-07,4.75,0.3435068092685274,0.3435068092685274
2025-05-08,4.25,0.11758502317268818,0.11758502317268818
2025-05-09,2.0,-0.8990630142585883,-0.8990630142585883
2025-05-12,4.25,0.11758502317268818,0.11758502317268818
2025-05-14,4.5,0.2305459162206078,0.2305459162206078
2025-05-16,2.75,-0.5601803351148295,-0.5601803351148295
2025-05-19,5.25,0.5694285953643666,0.5694285953643666
2025-05-20,3.0,-0.4472194420669099,-0.4472194420669099
2025-05-21,2.25,-0.7861021212106687,-0.7861021212106687
2025-05-22,4.75,0.3435068092685274,0.3435068092685274
2025-05-23,9.75,2.6027246702269196,2.6027246702269196
2025-05-26,2.5,-0.6731412281627491,-0.6731412281627491
2025-05-27,2.5,-0.6731412281627491,-0.6731412281627491
2025-05-28,5.5,0.6823894884122862,0.6823894884122862
2025-06-02,2.25,-0.7861021212106687,-0.7861021212106687
2025-06-03,3.25,-0.33425854901899027,-0.33425854901899027
2025-06-04,1.75,-1.0120239073065078,-1.0120239073065078
2025-06-05,6.5,1.1342330606039646,1.1342330606039646
2025-06-09,3.0,-0.4472194420669099,-0.4472194420669099
2025-06-10,2.0,-0.8990630142585883,-0.8990630142585883
2025-06-13,6.0,0.9083112745081254,0.9083112745081254
2025-06-16,4.75,0.3435068092685274,0.3435068092685274
2025-06-17,7.0,1.360154846699804,1.360154846699804
2025-06-18,3.25,-0.33425854901899027,-0.33425854901899027
2025-06-19,4.75,0.3435068092685274,0.3435068092685274
2025-06-20,3.75,-0.10833676292315104,-0.10833676292315104
2025-06-23,6.75,1.2471939536518843,1.2471939536518843
2025-06-24,3.5,-0.22129765597107065,-0.22129765597107065
2025-06-25,4.75,0.3435068092685274,0.3435068092685274
2025-06-30,2.75,-0.5601803351148295,-0.5601803351148295
2025-07-01,4.5,0.2305459162206078,0.2305459162206078
2025-07-02,2.25,-0.7861021212106687,-0.7861021212106687
2025-07-04,1.5,-1.1249848003544276,-1.1249848003544276
2025-07-07,2.75,-0.5601803351148295,-0.5601803351148295
2025-07-08,3.0,-0.4472194420669099,-0.4472194420669099
2025-07-09,5.25,0.5694285953643666,0.5694285953643666
2025-07-10,2.75,-0.5601803351148295,-0.5601803351148295
2025-07-11,2.75,-0.5601803351148295,-0.5601803351148295
2025-07-14,4.25,0.11758502317268818,0.11758502317268818
2025-07-17,6.0,0.9083112745081254,0.9083112745081254
2025-07-18,3.0,-0.4472194420669099,-0.4472194420669099
2025-07-21,2.5,-0.6731412281627491,-0.6731412281627491
2025-07-22,5.75,0.7953503814602059,0.7953503814602059
2025-07-23,3.0,-0.4472194420669099,-0.4472194420669099
2025-07-24,4.5,0.2305459162206078,0.2305459162206078
2025-07-25,2.5,-0.6731412281627491,-0.6731412281627491
2025-07-28,3.0,-0.4472194420669099,-0.4472194420669099
2025-07-29,2.75,-0.5601803351148295,-0.5601803351148295
2025-08-04,4.25,0.11758502317268818,0.11758502317268818
2025-08-05,2.0,-0.8990630142585883,-0.8990630142585883
2025-08-06,2.0,-0.8990630142585883,-0.8990630142585883
2025-08-07,3.0,-0.4472194420669099,-0.4472194420669099
2025-08-08,4.0,0.004624130124768569,0.004624130124768569
2025-08-11,2.75,-0.5601803351148295,-0.5601803351148295
2025-08-13,2.5,-0.6731412281627491,-0.6731412281627491
2025-08-15,3.25,-0.33425854901899027,-0.33425854901899027
2025-08-18,3.75,-0.10833676292315104,-0.10833676292315104
2025-08-19,2.75,-0.5601803351148295,-0.5601803351148295
2025-08-20,2.75,-0.5601803351148295,-0.5601803351148295
2025-08-21,3.25,-0.33425854901899027,-0.33425854901899027
2025-08-22,3.5,-0.22129765597107065,-0.22129765597107065
2025-08-25,2.5,-0.6731412281627491,-0.6731412281627491
2025-08-26,2.75,-0.5601803351148295,-0.5601803351148295
2025-08-27,2.75,-0.5601803351148295,-0.5601803351148295
2025-09-02,2.75,-0.5601803351148295,-0.5601803351148295
2025-09-03,2.5,-0.6731412281627491,-0.6731412281627491
2025-09-04,2.5,-0.6731412281627491,-0.6731412281627491
2025-09-08,4.0,0.004624130124768569,0.004624130124768569
2025-09-12,3.75,-0.10833676292315104,-0.10833676292315104
2025-09-15,0.25,-1.6897892655940256,-1.6897892655940256
