Date,"Volatility of Returns (Session:All day, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-01,7.75,-0.022736824134917368,-0.022736824134917368
2025-04-02,25.75,3.5845692741502906,3.5845692741502906
2025-04-03,17.25,1.8811191721822755,1.8811191721822755
2025-04-04,20.25,2.48233685522981,2.48233685522981
2025-04-06,14.75,1.3801044363093302,1.3801044363093302
2025-04-07,38.25,6.0896429535150185,6.0896429535150185
2025-04-08,32.5,4.937309061007244,4.937309061007244
2025-04-09,19.5,2.3320324344679264,2.3320324344679264
2025-04-13,9.25,0.27787201738885,0.27787201738885
2025-04-14,16.25,1.6807132778330973,1.6807132778330973
2025-04-15,11.5,0.7287852796745009,0.7287852796745009
2025-04-16,10.25,0.4782779117380282,0.4782779117380282
2025-04-17,6.25,-0.3233456656586847,-0.3233456656586847
2025-04-20,2.5,-1.074867769468103,-1.074867769468103
2025-04-21,9.75,0.3780749645634391,0.3780749645634391
2025-04-22,8.0,0.027364649452377186,0.027364649452377186
2025-04-23,11.5,0.7287852796745009,0.7287852796745009
2025-04-24,8.0,0.027364649452377186,0.027364649452377186
2025-04-25,9.75,0.3780749645634391,0.3780749645634391
2025-04-27,2.25,-1.1249692430553975,-1.1249692430553975
2025-04-28,10.5,0.5283793853253227,0.5283793853253227
2025-04-29,9.75,0.3780749645634391,0.3780749645634391
2025-05-01,14.5,1.3300029627220356,1.3300029627220356
2025-05-04,3.5,-0.8744618751189248,-0.8744618751189248
2025-05-05,8.5,0.1275675966269663,0.1275675966269663
2025-05-06,8.5,0.1275675966269663,0.1275675966269663
2025-05-07,9.0,0.2277705438015554,0.2277705438015554
2025-05-08,12.5,0.9291911740236791,0.9291911740236791
2025-05-09,5.0,-0.5738530335951575,-0.5738530335951575
2025-05-11,2.0,-1.1750707166426921,-1.1750707166426921
2025-05-12,9.0,0.2277705438015554,0.2277705438015554
2025-05-14,11.25,0.6786838060872064,0.6786838060872064
2025-05-16,11.25,0.6786838060872064,0.6786838060872064
2025-05-18,5.25,-0.5237515600078629,-0.5237515600078629
2025-05-19,12.0,0.82898822684909,0.82898822684909
2025-05-20,7.25,-0.12293977130950648,-0.12293977130950648
2025-05-21,10.25,0.4782779117380282,0.4782779117380282
2025-05-22,10.75,0.5784808589126172,0.5784808589126172
2025-05-23,10.5,0.5283793853253227,0.5283793853253227
2025-05-25,5.0,-0.5738530335951575,-0.5738530335951575
2025-05-26,7.0,-0.17304124489680103,-0.17304124489680103
2025-05-27,6.25,-0.3233456656586847,-0.3233456656586847
2025-05-28,10.75,0.5784808589126172,0.5784808589126172
2025-06-01,4.0,-0.7742589279443357,-0.7742589279443357
2025-06-02,6.25,-0.3233456656586847,-0.3233456656586847
2025-06-03,7.5,-0.07283829772221193,-0.07283829772221193
2025-06-04,13.25,1.079495594785563,1.079495594785563
2025-06-05,11.5,0.7287852796745009,0.7287852796745009
2025-06-08,3.0,-0.9746648222935139,-0.9746648222935139
2025-06-09,5.25,-0.5237515600078629,-0.5237515600078629
2025-06-10,5.25,-0.5237515600078629,-0.5237515600078629
2025-06-13,14.25,1.279901489134741,1.279901489134741
2025-06-15,4.0,-0.7742589279443357,-0.7742589279443357
2025-06-16,7.25,-0.12293977130950648,-0.12293977130950648
2025-06-17,8.0,0.027364649452377186,0.027364649452377186
2025-06-18,7.25,-0.12293977130950648,-0.12293977130950648
2025-06-19,5.25,-0.5237515600078629,-0.5237515600078629
2025-06-20,9.5,0.32797349097614453,0.32797349097614453
2025-06-22,5.25,-0.5237515600078629,-0.5237515600078629
2025-06-23,13.75,1.179698541960152,1.179698541960152
2025-06-24,7.5,-0.07283829772221193,-0.07283829772221193
2025-06-25,7.5,-0.07283829772221193,-0.07283829772221193
2025-06-29,2.5,-1.074867769468103,-1.074867769468103
2025-06-30,7.5,-0.07283829772221193,-0.07283829772221193
2025-07-01,11.0,0.6285823324999118,0.6285823324999118
2025-07-02,6.25,-0.3233456656586847,-0.3233456656586847
2025-07-04,4.5,-0.6740559807697466,-0.6740559807697466
2025-07-06,2.0,-1.1750707166426921,-1.1750707166426921
2025-07-07,7.5,-0.07283829772221193,-0.07283829772221193
2025-07-08,5.5,-0.4736500864205684,-0.4736500864205684
2025-07-09,11.0,0.6285823324999118,0.6285823324999118
2025-07-10,4.75,-0.623954507182452,-0.623954507182452
2025-07-11,7.0,-0.17304124489680103,-0.17304124489680103
2025-07-13,0.0,-1.5758825053410486,-1.5758825053410486
2025-07-14,4.75,-0.623954507182452,-0.623954507182452
2025-07-17,7.25,-0.12293977130950648,-0.12293977130950648
2025-07-18,4.75,-0.623954507182452,-0.623954507182452
2025-07-20,0.0,-1.5758825053410486,-1.5758825053410486
2025-07-21,7.5,-0.07283829772221193,-0.07283829772221193
2025-07-22,7.25,-0.12293977130950648,-0.12293977130950648
2025-07-23,5.75,-0.42354861283327383,-0.42354861283327383
2025-07-24,6.0,-0.3734471392459793,-0.3734471392459793
2025-07-25,5.0,-0.5738530335951575,-0.5738530335951575
2025-07-27,0.0,-1.5758825053410486,-1.5758825053410486
2025-07-28,5.25,-0.5237515600078629,-0.5237515600078629
2025-07-29,10.5,0.5283793853253227,0.5283793853253227
2025-08-03,0.0,-1.5758825053410486,-1.5758825053410486
2025-08-04,8.0,0.027364649452377186,0.027364649452377186
2025-08-05,4.5,-0.6740559807697466,-0.6740559807697466
2025-08-06,4.25,-0.7241574543570412,-0.7241574543570412
2025-08-07,3.75,-0.8243604015316303,-0.8243604015316303
2025-08-08,5.25,-0.5237515600078629,-0.5237515600078629
2025-08-10,0.0,-1.5758825053410486,-1.5758825053410486
2025-08-11,4.5,-0.6740559807697466,-0.6740559807697466
2025-08-13,7.75,-0.022736824134917368,-0.022736824134917368
2025-08-15,6.5,-0.27324419207139017,-0.27324419207139017
2025-08-17,0.0,-1.5758825053410486,-1.5758825053410486
2025-08-18,6.0,-0.3734471392459793,-0.3734471392459793
2025-08-19,5.25,-0.5237515600078629,-0.5237515600078629
2025-08-20,5.75,-0.42354861283327383,-0.42354861283327383
2025-08-21,6.75,-0.2231427184840956,-0.2231427184840956
2025-08-22,12.25,0.8790897004363846,0.8790897004363846
2025-08-24,0.0,-1.5758825053410486,-1.5758825053410486
2025-08-25,4.5,-0.6740559807697466,-0.6740559807697466
2025-08-26,7.0,-0.17304124489680103,-0.17304124489680103
2025-08-27,8.0,0.027364649452377186,0.027364649452377186
2025-08-31,0.75,-1.4255780845791648,-1.4255780845791648
2025-09-02,7.0,-0.17304124489680103,-0.17304124489680103
2025-09-03,10.25,0.4782779117380282,0.4782779117380282
2025-09-04,7.0,-0.17304124489680103,-0.17304124489680103
2025-09-07,0.0,-1.5758825053410486,-1.5758825053410486
2025-09-08,6.0,-0.3734471392459793,-0.3734471392459793
2025-09-12,6.25,-0.3233456656586847,-0.3233456656586847
2025-09-14,0.0,-1.5758825053410486,-1.5758825053410486
2025-09-15,6.25,-0.3233456656586847,-0.3233456656586847
2025-09-16,5.0,-0.5738530335951575,-0.5738530335951575
2025-09-17,10.75,0.5784808589126172,0.5784808589126172
2025-09-18,10.25,0.4782779117380282,0.4782779117380282
2025-09-19,4.0,-0.7742589279443357,-0.7742589279443357
2025-09-21,0.0,-1.5758825053410486,-1.5758825053410486
2025-09-22,4.0,-0.7742589279443357,-0.7742589279443357
2025-09-23,4.75,-0.623954507182452,-0.623954507182452
2025-09-24,4.5,-0.6740559807697466,-0.6740559807697466
