Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,7.75,-0.1264520281000388,-0.1264520281000388
2024-10-01,10.75,0.4716731035535458,0.4716731035535458
2024-10-02,9.0,0.12276677675562143,0.12276677675562143
2024-10-03,8.25,-0.02676450615777471,-0.02676450615777471
2024-10-06,3.25,-1.0236397255804157,-1.0236397255804157
2024-10-07,7.25,-0.2261395500423029,-0.2261395500423029
2024-10-08,6.75,-0.325827071984567,-0.325827071984567
2024-10-09,8.0,-0.07660826712890675,-0.07660826712890675
2024-10-13,1.5,-1.3725460523783402,-1.3725460523783402
2024-10-14,6.75,-0.325827071984567,-0.325827071984567
2024-10-15,7.0,-0.275983311013435,-0.275983311013435
2024-10-16,4.5,-0.7744209207247554,-0.7744209207247554
2024-10-17,7.5,-0.17629578907117086,-0.17629578907117086
2024-10-18,5.5,-0.5750458768402272,-0.5750458768402272
2024-10-20,2.0,-1.272858530436076,-1.272858530436076
2024-10-21,14.0,1.1196419961782624,1.1196419961782624
2024-10-22,7.0,-0.275983311013435,-0.275983311013435
2024-10-23,4.75,-0.7245771597536234,-0.7245771597536234
2024-10-24,5.0,-0.6747333987824914,-0.6747333987824914
2024-10-25,8.25,-0.02676450615777471,-0.02676450615777471
2024-10-27,6.0,-0.47535835489796313,-0.47535835489796313
2024-10-28,7.5,-0.17629578907117086,-0.17629578907117086
2024-10-29,10.75,0.4716731035535458,0.4716731035535458
2024-11-03,3.75,-0.9239522036381516,-0.9239522036381516
2024-11-04,7.25,-0.2261395500423029,-0.2261395500423029
2024-11-05,23.25,2.963861152110148,2.963861152110148
2024-11-06,10.75,0.4716731035535458,0.4716731035535458
2024-11-07,15.5,1.4187045620050547,1.4187045620050547
2024-11-08,7.0,-0.275983311013435,-0.275983311013435
2024-11-10,3.75,-0.9239522036381516,-0.9239522036381516
2024-11-11,6.25,-0.4255145939268311,-0.4255145939268311
2024-11-12,12.25,0.7707356693803381,0.7707356693803381
2024-11-15,12.75,0.8704231913226022,0.8704231913226022
2024-11-17,2.5,-1.1731710084938118,-1.1731710084938118
2024-11-18,9.25,0.1726105377267535,0.1726105377267535
2024-11-19,8.0,-0.07660826712890675,-0.07660826712890675
2024-11-20,5.25,-0.6248896378113593,-0.6248896378113593
2024-11-21,7.0,-0.275983311013435,-0.275983311013435
2024-11-22,5.0,-0.6747333987824914,-0.6747333987824914
2024-11-24,3.75,-0.9239522036381516,-0.9239522036381516
2024-11-25,11.5,0.621204386466942,0.621204386466942
2024-11-26,5.5,-0.5750458768402272,-0.5750458768402272
2024-11-28,5.75,-0.5252021158690952,-0.5252021158690952
2024-11-29,5.75,-0.5252021158690952,-0.5252021158690952
2024-12-01,4.5,-0.7744209207247554,-0.7744209207247554
2024-12-02,9.5,0.22245429869788555,0.22245429869788555
2024-12-03,10.0,0.3221418206401496,0.3221418206401496
2024-12-04,9.5,0.22245429869788555,0.22245429869788555
2024-12-05,8.25,-0.02676450615777471,-0.02676450615777471
2024-12-08,4.0,-0.8741084426670196,-0.8741084426670196
2024-12-09,9.5,0.22245429869788555,0.22245429869788555
2024-12-10,9.5,0.22245429869788555,0.22245429869788555
2024-12-13,10.0,0.3221418206401496,0.3221418206401496
2024-12-15,1.75,-1.322702291407208,-1.322702291407208
2024-12-16,5.25,-0.6248896378113593,-0.6248896378113593
2024-12-17,7.25,-0.2261395500423029,-0.2261395500423029
2024-12-18,18.0,1.9171421717163752,1.9171421717163752
2024-12-22,1.75,-1.322702291407208,-1.322702291407208
2024-12-23,8.75,0.07292301578448938,0.07292301578448938
2024-12-24,4.5,-0.7744209207247554,-0.7744209207247554
2024-12-25,3.25,-1.0236397255804157,-1.0236397255804157
2024-12-26,8.0,-0.07660826712890675,-0.07660826712890675
2024-12-27,5.75,-0.5252021158690952,-0.5252021158690952
2024-12-29,1.5,-1.3725460523783402,-1.3725460523783402
2024-12-30,11.0,0.5215168645246778,0.5215168645246778
2024-12-31,7.75,-0.1264520281000388,-0.1264520281000388
2025-01-01,3.25,-1.0236397255804157,-1.0236397255804157
2025-01-02,8.5,0.02307925481335734,0.02307925481335734
2025-01-03,7.25,-0.2261395500423029,-0.2261395500423029
2025-01-05,3.5,-0.9737959646092836,-0.9737959646092836
2025-01-06,7.5,-0.17629578907117086,-0.17629578907117086
2025-01-07,9.0,0.12276677675562143,0.12276677675562143
2025-01-08,7.25,-0.2261395500423029,-0.2261395500423029
2025-01-09,4.75,-0.7245771597536234,-0.7245771597536234
2025-01-12,4.25,-0.8242646816958875,-0.8242646816958875
2025-01-13,5.0,-0.6747333987824914,-0.6747333987824914
2025-01-16,12.0,0.720891908409206,0.720891908409206
2025-01-17,7.25,-0.2261395500423029,-0.2261395500423029
2025-01-19,2.25,-1.2230147694649438,-1.2230147694649438
2025-01-20,13.75,1.0697982352071305,1.0697982352071305
2025-01-21,7.5,-0.17629578907117086,-0.17629578907117086
2025-01-22,7.0,-0.275983311013435,-0.275983311013435
2025-01-23,6.75,-0.325827071984567,-0.325827071984567
2025-01-24,5.5,-0.5750458768402272,-0.5750458768402272
2025-01-26,4.0,-0.8741084426670196,-0.8741084426670196
2025-01-27,11.25,0.5713606254958099,0.5713606254958099
2025-01-28,7.0,-0.275983311013435,-0.275983311013435
2025-01-29,9.5,0.22245429869788555,0.22245429869788555
2025-02-02,9.5,0.22245429869788555,0.22245429869788555
2025-02-03,8.0,-0.07660826712890675,-0.07660826712890675
2025-02-04,9.5,0.22245429869788555,0.22245429869788555
2025-02-05,11.5,0.621204386466942,0.621204386466942
2025-02-06,5.0,-0.6747333987824914,-0.6747333987824914
2025-02-09,2.75,-1.1233272475226799,-1.1233272475226799
2025-02-10,5.5,-0.5750458768402272,-0.5750458768402272
2025-02-11,6.25,-0.4255145939268311,-0.4255145939268311
2025-02-14,10.75,0.4716731035535458,0.4716731035535458
2025-02-16,2.75,-1.1233272475226799,-1.1233272475226799
2025-02-17,3.75,-0.9239522036381516,-0.9239522036381516
2025-02-18,6.25,-0.4255145939268311,-0.4255145939268311
2025-02-19,7.0,-0.275983311013435,-0.275983311013435
2025-02-20,5.0,-0.6747333987824914,-0.6747333987824914
2025-02-21,10.25,0.3719855816112817,0.3719855816112817
2025-02-23,1.5,-1.3725460523783402,-1.3725460523783402
2025-02-24,9.75,0.2722980596690176,0.2722980596690176
2025-02-25,11.25,0.5713606254958099,0.5713606254958099
2025-02-26,10.75,0.4716731035535458,0.4716731035535458
2025-03-02,3.0,-1.0734834865515477,-1.0734834865515477
2025-03-03,17.0,1.717767127831847,1.717767127831847
2025-03-04,19.0,2.1165172156009033,2.1165172156009033
2025-03-05,16.0,1.5183920839473188,1.5183920839473188
2025-03-06,10.25,0.3719855816112817,0.3719855816112817
2025-03-09,4.0,-0.8741084426670196,-0.8741084426670196
2025-03-10,17.25,1.7676108888029791,1.7676108888029791
2025-03-11,13.25,0.9701107132648663,0.9701107132648663
2025-03-14,5.75,-0.5252021158690952,-0.5252021158690952
2025-03-16,3.5,-0.9737959646092836,-0.9737959646092836
2025-03-17,8.0,-0.07660826712890675,-0.07660826712890675
2025-03-18,7.5,-0.17629578907117086,-0.17629578907117086
2025-03-19,11.25,0.5713606254958099,0.5713606254958099
2025-03-20,8.5,0.02307925481335734,0.02307925481335734
2025-03-21,6.75,-0.325827071984567,-0.325827071984567
2025-03-23,3.0,-1.0734834865515477,-1.0734834865515477
2025-03-24,7.5,-0.17629578907117086,-0.17629578907117086
2025-03-25,8.0,-0.07660826712890675,-0.07660826712890675
2025-03-26,5.25,-0.6248896378113593,-0.6248896378113593
2025-03-30,5.75,-0.5252021158690952,-0.5252021158690952
2025-03-31,9.25,0.1726105377267535,0.1726105377267535
2025-04-01,7.75,-0.1264520281000388,-0.1264520281000388
2025-04-02,25.75,3.462298761821469,3.462298761821469
2025-04-03,17.25,1.7676108888029791,1.7676108888029791
2025-04-04,20.25,2.3657360204565636,2.3657360204565636
2025-04-06,14.75,1.2691732790916586,1.2691732790916586
2025-04-07,38.25,5.9544868103780715,5.9544868103780715
2025-04-08,32.5,4.808080308042034,4.808080308042034
2025-04-09,19.5,2.2162047375431677,2.2162047375431677
2025-04-13,9.25,0.1726105377267535,0.1726105377267535
2025-04-14,16.25,1.5682358449184508,1.5682358449184508
2025-04-15,11.5,0.621204386466942,0.621204386466942
2025-04-16,10.25,0.3719855816112817,0.3719855816112817
2025-04-17,6.25,-0.4255145939268311,-0.4255145939268311
2025-04-20,2.5,-1.1731710084938118,-1.1731710084938118
2025-04-21,9.75,0.2722980596690176,0.2722980596690176
2025-04-22,8.0,-0.07660826712890675,-0.07660826712890675
2025-04-23,11.5,0.621204386466942,0.621204386466942
2025-04-24,8.0,-0.07660826712890675,-0.07660826712890675
2025-04-25,9.75,0.2722980596690176,0.2722980596690176
2025-04-27,2.25,-1.2230147694649438,-1.2230147694649438
2025-04-28,10.5,0.4218293425824137,0.4218293425824137
2025-04-29,9.75,0.2722980596690176,0.2722980596690176
2025-05-01,14.5,1.2193295181205266,1.2193295181205266
2025-05-04,3.5,-0.9737959646092836,-0.9737959646092836
2025-05-05,8.5,0.02307925481335734,0.02307925481335734
2025-05-06,8.5,0.02307925481335734,0.02307925481335734
2025-05-07,9.0,0.12276677675562143,0.12276677675562143
2025-05-08,12.5,0.8205794303514702,0.8205794303514702
2025-05-09,5.505981445312727,-0.5738533259185093,-0.5738533259185093
2025-05-11,2.0,-1.272858530436076,-1.272858530436076
2025-05-12,9.0,0.12276677675562143,0.12276677675562143
2025-05-14,11.5,0.621204386466942,0.621204386466942
2025-05-16,11.25,0.5713606254958099,0.5713606254958099
2025-05-18,5.25,-0.6248896378113593,-0.6248896378113593
2025-05-19,12.0,0.720891908409206,0.720891908409206
2025-05-20,7.5,-0.17629578907117086,-0.17629578907117086
2025-05-21,10.25,0.3719855816112817,0.3719855816112817
2025-05-22,10.75,0.4716731035535458,0.4716731035535458
2025-05-23,10.5,0.4218293425824137,0.4218293425824137
2025-05-25,5.0,-0.6747333987824914,-0.6747333987824914
2025-05-26,7.0,-0.275983311013435,-0.275983311013435
2025-05-27,6.25,-0.4255145939268311,-0.4255145939268311
2025-05-28,10.75,0.4716731035535458,0.4716731035535458
2025-06-01,4.0,-0.8741084426670196,-0.8741084426670196
2025-06-02,6.25,-0.4255145939268311,-0.4255145939268311
2025-06-03,7.5,-0.17629578907117086,-0.17629578907117086
2025-06-04,13.25,0.9701107132648663,0.9701107132648663
2025-06-05,11.5,0.621204386466942,0.621204386466942
2025-06-08,3.0,-1.0734834865515477,-1.0734834865515477
2025-06-09,5.25,-0.6248896378113593,-0.6248896378113593
2025-06-10,5.25,-0.6248896378113593,-0.6248896378113593
2025-06-13,14.25,1.1694857571493944,1.1694857571493944
2025-06-15,4.0,-0.8741084426670196,-0.8741084426670196
2025-06-16,7.25,-0.2261395500423029,-0.2261395500423029
2025-06-17,8.0,-0.07660826712890675,-0.07660826712890675
2025-06-18,7.25,-0.2261395500423029,-0.2261395500423029
2025-06-19,5.25,-0.6248896378113593,-0.6248896378113593
2025-06-20,9.5,0.22245429869788555,0.22245429869788555
2025-06-22,5.25,-0.6248896378113593,-0.6248896378113593
2025-06-23,13.75,1.0697982352071305,1.0697982352071305
2025-06-24,7.5,-0.17629578907117086,-0.17629578907117086
2025-06-25,1.75,-1.322702291407208,-1.322702291407208
