Date,"Volatility of Returns (Session:All day, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2023-06-04,3.5,-1.009326381940566,-1.009326381940566
2023-06-05,11.0,0.4482931356608514,0.4482931356608514
2023-06-06,10.0,0.25394386664732904,0.25394386664732904
2023-06-07,16.5,1.517214115235224,1.517214115235224
2023-06-08,13.5,0.9341663081946572,0.9341663081946572
2023-06-09,8.25,-0.08616735412633499,-0.08616735412633499
2023-06-11,3.25,-1.0579136991939466,-1.0579136991939466
2023-06-12,9.5,0.1567692321405679,0.1567692321405679
2023-06-15,17.0,1.6143887497419853,1.6143887497419853
2023-06-16,11.25,0.49688045291423194,0.49688045291423194
2023-06-18,2.0,-1.3008502854608495,-1.3008502854608495
2023-06-20,10.75,0.3997058184074708,0.3997058184074708
2023-06-21,9.0,0.05959459763380675,0.05959459763380675
2023-06-22,11.75,0.5940550874209931,0.5940550874209931
2023-06-23,12.75,0.7884043564345155,0.7884043564345155
2023-06-25,2.25,-1.2522629682074689,-1.2522629682074689
2023-06-26,6.75,-0.3776912576466185,-0.3776912576466185
2023-06-27,10.25,0.30253118390070965,0.30253118390070965
2023-06-28,7.5,-0.23192930588647673,-0.23192930588647673
2023-07-02,2.5,-1.2036756509540882,-1.2036756509540882
2023-07-03,10.0,0.25394386664732904,0.25394386664732904
2023-07-05,15.0,1.2256902117149406,1.2256902117149406
2023-07-06,16.25,1.4686267979818435,1.4686267979818435
2023-07-09,3.0,-1.1065010164473272,-1.1065010164473272
2023-07-10,13.5,0.9341663081946572,0.9341663081946572
2023-07-11,6.0,-0.5234532094067602,-0.5234532094067602
2023-07-14,9.5,0.1567692321405679,0.1567692321405679
2023-07-16,3.0,-1.1065010164473272,-1.1065010164473272
2023-07-17,8.0,-0.13475467137971556,-0.13475467137971556
2023-07-18,9.5,0.1567692321405679,0.1567692321405679
2023-07-19,8.75,0.01100728038042617,0.01100728038042617
2023-07-20,14.0,1.0313409427014184,1.0313409427014184
2023-07-21,5.75,-0.5720405266601408,-0.5720405266601408
2023-07-23,2.5,-1.2036756509540882,-1.2036756509540882
2023-07-24,10.75,0.3997058184074708,0.3997058184074708
2023-07-25,7.25,-0.2805166231398573,-0.2805166231398573
2023-07-26,8.25,-0.08616735412633499,-0.08616735412633499
2023-07-30,4.5,-0.8149771129270437,-0.8149771129270437
2023-07-31,9.0,0.05959459763380675,0.05959459763380675
2023-08-01,10.75,0.3997058184074708,0.3997058184074708
2023-08-02,12.25,0.6912297219277542,0.6912297219277542
2023-08-03,8.0,-0.13475467137971556,-0.13475467137971556
2023-08-06,3.5,-1.009326381940566,-1.009326381940566
2023-08-07,8.5,-0.03758003687295441,-0.03758003687295441
2023-08-08,8.0,-0.13475467137971556,-0.13475467137971556
2023-08-09,5.5,-0.6206278439135213,-0.6206278439135213
2023-08-13,3.5,-1.009326381940566,-1.009326381940566
2023-08-14,8.75,0.01100728038042617,0.01100728038042617
2023-08-15,13.75,0.9827536254480378,0.9827536254480378
2023-08-16,14.75,1.17710289446156,1.17710289446156
2023-08-17,9.25,0.10818191488718733,0.10818191488718733
2023-08-18,6.75,-0.3776912576466185,-0.3776912576466185
2023-08-20,4.25,-0.8635644301804243,-0.8635644301804243
2023-08-21,10.2559814453125,0.3036936734248384,0.3036936734248384
2023-08-22,6.5,-0.42627857489999904,-0.42627857489999904
2023-08-23,13.5,0.9341663081946572,0.9341663081946572
2023-08-24,8.5,-0.03758003687295441,-0.03758003687295441
2023-08-25,6.5,-0.42627857489999904,-0.42627857489999904
2023-08-27,3.25,-1.0579136991939466,-1.0579136991939466
2023-08-28,8.0,-0.13475467137971556,-0.13475467137971556
2023-08-29,15.75,1.3714521634750825,1.3714521634750825
2023-09-03,8.75,0.01100728038042617,0.01100728038042617
2023-09-05,13.25,0.8855789909412766,0.8855789909412766
2023-09-06,14.75,1.17710289446156,1.17710289446156
2023-09-07,16.5,1.517214115235224,1.517214115235224
2023-09-08,13.0,0.8369916736878961,0.8369916736878961
2023-09-10,8.5,-0.03758003687295441,-0.03758003687295441
2023-09-11,9.5,0.1567692321405679,0.1567692321405679
2023-09-12,8.75,0.01100728038042617,0.01100728038042617
2023-09-15,11.5,0.5454677701676125,0.5454677701676125
2023-09-17,9.0,0.05959459763380675,0.05959459763380675
2023-09-18,11.0,0.4482931356608514,0.4482931356608514
2023-09-19,7.75,-0.18334198863309614,-0.18334198863309614
2023-09-20,16.5,1.517214115235224,1.517214115235224
2023-09-21,8.0,-0.13475467137971556,-0.13475467137971556
2023-09-22,8.0,-0.13475467137971556,-0.13475467137971556
2023-09-24,3.5,-1.009326381940566,-1.009326381940566
2023-09-25,9.75,0.20535654939394848,0.20535654939394848
2023-09-26,8.0,-0.13475467137971556,-0.13475467137971556
2023-09-27,16.75,1.5658014324886047,1.5658014324886047
2023-10-01,4.0,-0.9121517474338048,-0.9121517474338048
2023-10-02,10.75,0.3997058184074708,0.3997058184074708
2023-10-03,17.75,1.760150701502127,1.760150701502127
2023-10-04,18.75,1.9544999705156494,1.9544999705156494
2023-10-05,7.5,-0.23192930588647673,-0.23192930588647673
2023-10-08,9.0,0.05959459763380675,0.05959459763380675
2023-10-09,13.25,0.8855789909412766,0.8855789909412766
2023-10-10,10.5,0.3511185011540902,0.3511185011540902
2023-10-13,8.75,0.01100728038042617,0.01100728038042617
2023-10-15,4.25,-0.8635644301804243,-0.8635644301804243
2023-10-16,10.5,0.3511185011540902,0.3511185011540902
2023-10-17,15.75,1.3714521634750825,1.3714521634750825
2023-10-18,15.5,1.3228648462217019,1.3228648462217019
2023-10-19,6.25,-0.4748658921533796,-0.4748658921533796
2023-10-20,11.25,0.49688045291423194,0.49688045291423194
2023-10-22,5.5,-0.6206278439135213,-0.6206278439135213
2023-10-23,17.75,1.760150701502127,1.760150701502127
2023-10-24,9.75,0.20535654939394848,0.20535654939394848
2023-10-25,15.0,1.2256902117149406,1.2256902117149406
2023-10-29,4.25,-0.8635644301804243,-0.8635644301804243
2023-10-30,7.5,-0.23192930588647673,-0.23192930588647673
2023-10-31,12.75,0.7884043564345155,0.7884043564345155
2023-11-01,24.0,2.9748336328366416,2.9748336328366416
2023-11-02,12.75,0.7884043564345155,0.7884043564345155
2023-11-05,2.0,-1.3008502854608495,-1.3008502854608495
2023-11-06,10.75,0.3997058184074708,0.3997058184074708
2023-11-07,10.75,0.3997058184074708,0.3997058184074708
2023-11-08,11.25,0.49688045291423194,0.49688045291423194
2023-11-09,18.25,1.8573253360088882,1.8573253360088882
2023-11-10,10.5,0.3511185011540902,0.3511185011540902
2023-11-12,2.25,-1.2522629682074689,-1.2522629682074689
2023-11-13,7.5,-0.23192930588647673,-0.23192930588647673
2023-11-16,8.75,0.01100728038042617,0.01100728038042617
2023-11-17,10.75,0.3997058184074708,0.3997058184074708
2023-11-19,3.25,-1.0579136991939466,-1.0579136991939466
2023-11-20,9.0,0.05959459763380675,0.05959459763380675
2023-11-21,6.0,-0.5234532094067602,-0.5234532094067602
2023-11-22,10.75,0.3997058184074708,0.3997058184074708
2023-11-23,7.75,-0.18334198863309614,-0.18334198863309614
2023-11-24,2.0,-1.3008502854608495,-1.3008502854608495
2023-11-26,3.75,-0.9607390646871854,-0.9607390646871854
2023-11-27,12.25,0.6912297219277542,0.6912297219277542
2023-11-28,17.5,1.7115633842487463,1.7115633842487463
2023-12-01,17.5,1.7115633842487463,1.7115633842487463
2023-12-03,6.5,-0.42627857489999904,-0.42627857489999904
2023-12-04,7.5,-0.23192930588647673,-0.23192930588647673
2023-12-05,9.75,0.20535654939394848,0.20535654939394848
2023-12-06,10.5,0.3511185011540902,0.3511185011540902
2023-12-07,9.0,0.05959459763380675,0.05959459763380675
2023-12-10,2.25,-1.2522629682074689,-1.2522629682074689
2023-12-11,7.75,-0.18334198863309614,-0.18334198863309614
2023-12-14,10.75,0.3997058184074708,0.3997058184074708
2023-12-15,10.0,0.25394386664732904,0.25394386664732904
2023-12-17,3.0,-1.1065010164473272,-1.1065010164473272
2023-12-18,7.75,-0.18334198863309614,-0.18334198863309614
2023-12-19,5.5,-0.6206278439135213,-0.6206278439135213
2023-12-20,7.75,-0.18334198863309614,-0.18334198863309614
2023-12-26,3.25,-1.0579136991939466,-1.0579136991939466
2023-12-27,11.25,0.49688045291423194,0.49688045291423194
2023-12-28,6.75,-0.3776912576466185,-0.3776912576466185
2023-12-29,7.0,-0.32910394039323787,-0.32910394039323787
2024-01-02,6.75,-0.3776912576466185,-0.3776912576466185
2024-01-03,10.75,0.3997058184074708,0.3997058184074708
2024-01-04,11.75,0.5940550874209931,0.5940550874209931
2024-01-07,3.75,-0.9607390646871854,-0.9607390646871854
2024-01-08,11.0,0.4482931356608514,0.4482931356608514
2024-01-09,6.0,-0.5234532094067602,-0.5234532094067602
2024-01-10,7.0,-0.32910394039323787,-0.32910394039323787
2024-01-14,2.5,-1.2036756509540882,-1.2036756509540882
2024-01-16,10.5,0.3511185011540902,0.3511185011540902
2024-01-17,10.75,0.3997058184074708,0.3997058184074708
2024-01-18,10.0,0.25394386664732904,0.25394386664732904
2024-01-19,7.75,-0.18334198863309614,-0.18334198863309614
2024-01-21,3.75,-0.9607390646871854,-0.9607390646871854
2024-01-22,7.25,-0.2805166231398573,-0.2805166231398573
2024-01-23,6.5,-0.42627857489999904,-0.42627857489999904
2024-01-24,12.0,0.6426424046743737,0.6426424046743737
2024-01-28,2.75,-1.1550883337007076,-1.1550883337007076
2024-01-29,9.0,0.05959459763380675,0.05959459763380675
2024-01-30,8.25,-0.08616735412633499,-0.08616735412633499
2024-01-31,13.5,0.9341663081946572,0.9341663081946572
2024-02-01,14.5,1.1285155772081794,1.1285155772081794
2024-02-04,7.5,-0.23192930588647673,-0.23192930588647673
2024-02-05,11.5,0.5454677701676125,0.5454677701676125
2024-02-06,10.25,0.30253118390070965,0.30253118390070965
2024-02-07,7.75,-0.18334198863309614,-0.18334198863309614
2024-02-08,7.5,-0.23192930588647673,-0.23192930588647673
2024-02-11,1.75,-1.34943760271423,-1.34943760271423
2024-02-12,5.0,-0.7178024784202826,-0.7178024784202826
2024-02-15,8.5,-0.03758003687295441,-0.03758003687295441
2024-02-18,2.0,-1.3008502854608495,-1.3008502854608495
2024-02-20,7.5,-0.23192930588647673,-0.23192930588647673
2024-02-21,8.75,0.01100728038042617,0.01100728038042617
2024-02-22,7.0,-0.32910394039323787,-0.32910394039323787
2024-02-23,11.0,0.4482931356608514,0.4482931356608514
2024-02-25,4.25,-0.8635644301804243,-0.8635644301804243
2024-02-26,9.0,0.05959459763380675,0.05959459763380675
2024-02-27,6.5,-0.42627857489999904,-0.42627857489999904
2024-03-01,22.25,2.6347224120629775,2.6347224120629775
2024-03-03,2.75,-1.1550883337007076,-1.1550883337007076
2024-03-04,4.5,-0.8149771129270437,-0.8149771129270437
2024-03-05,8.25,-0.08616735412633499,-0.08616735412633499
2024-03-06,10.25,0.30253118390070965,0.30253118390070965
2024-03-07,7.5,-0.23192930588647673,-0.23192930588647673
2024-03-10,3.5,-1.009326381940566,-1.009326381940566
2024-03-11,7.0,-0.32910394039323787,-0.32910394039323787
2024-03-13,7.75,-0.18334198863309614,-0.18334198863309614
2024-03-15,6.0,-0.5234532094067602,-0.5234532094067602
2024-03-17,3.0,-1.1065010164473272,-1.1065010164473272
2024-03-18,6.5,-0.42627857489999904,-0.42627857489999904
2024-03-19,5.75,-0.5720405266601408,-0.5720405266601408
2024-03-20,6.25,-0.4748658921533796,-0.4748658921533796
2024-03-21,9.0,0.05959459763380675,0.05959459763380675
2024-03-22,5.0,-0.7178024784202826,-0.7178024784202826
2024-03-24,2.75,-1.1550883337007076,-1.1550883337007076
2024-03-25,5.5,-0.6206278439135213,-0.6206278439135213
2024-03-26,4.75,-0.766389795673663,-0.766389795673663
2024-03-27,5.75,-0.5720405266601408,-0.5720405266601408
2024-03-31,2.5,-1.2036756509540882,-1.2036756509540882
2024-04-01,16.75,1.5658014324886047,1.5658014324886047
2024-04-02,10.0,0.25394386664732904,0.25394386664732904
2024-04-03,10.0,0.25394386664732904,0.25394386664732904
2024-04-04,9.0,0.05959459763380675,0.05959459763380675
2024-04-07,2.75,-1.1550883337007076,-1.1550883337007076
2024-04-08,5.5,-0.6206278439135213,-0.6206278439135213
2024-04-09,6.75,-0.3776912576466185,-0.3776912576466185
2024-04-12,10.75,0.3997058184074708,0.3997058184074708
2024-04-14,5.75,-0.5720405266601408,-0.5720405266601408
2024-04-15,13.25,0.8855789909412766,0.8855789909412766
2024-04-16,8.75,0.01100728038042617,0.01100728038042617
2024-04-17,12.75,0.7884043564345155,0.7884043564345155
2024-04-18,17.0,1.6143887497419853,1.6143887497419853
2024-04-19,9.0,0.05959459763380675,0.05959459763380675
2024-04-21,4.0,-0.9121517474338048,-0.9121517474338048
2024-04-22,6.5,-0.42627857489999904,-0.42627857489999904
2024-04-23,8.75,0.01100728038042617,0.01100728038042617
2024-04-24,5.0,-0.7178024784202826,-0.7178024784202826
2024-04-28,2.5,-1.2036756509540882,-1.2036756509540882
2024-04-29,6.25,-0.4748658921533796,-0.4748658921533796
2024-04-30,9.75,0.20535654939394848,0.20535654939394848
2024-05-01,13.0,0.8369916736878961,0.8369916736878961
2024-05-02,9.5,0.1567692321405679,0.1567692321405679
2024-05-05,1.5,-1.3980249199676107,-1.3980249199676107
2024-05-06,4.75,-0.766389795673663,-0.766389795673663
2024-05-07,6.0,-0.5234532094067602,-0.5234532094067602
2024-05-08,5.5,-0.6206278439135213,-0.6206278439135213
2024-05-09,7.75,-0.18334198863309614,-0.18334198863309614
2024-05-10,7.0,-0.32910394039323787,-0.32910394039323787
2024-05-12,1.25,-1.4466122372209913,-1.4466122372209913
2024-05-13,3.25,-1.0579136991939466,-1.0579136991939466
2024-05-16,8.25,-0.08616735412633499,-0.08616735412633499
2024-05-17,6.5040283203125,-0.42549567379191233,-0.42549567379191233
2024-05-19,2.0,-1.3008502854608495,-1.3008502854608495
2024-05-20,4.75,-0.766389795673663,-0.766389795673663
2024-05-21,5.0,-0.7178024784202826,-0.7178024784202826
2024-05-22,5.5,-0.6206278439135213,-0.6206278439135213
2024-05-23,10.0,0.25394386664732904,0.25394386664732904
2024-05-24,4.75,-0.766389795673663,-0.766389795673663
2024-05-26,1.25,-1.4466122372209913,-1.4466122372209913
2024-05-28,13.0,0.8369916736878961,0.8369916736878961
2024-05-29,7.75,-0.18334198863309614,-0.18334198863309614
2024-06-02,1.75,-1.34943760271423,-1.34943760271423
2024-06-03,12.0,0.6426424046743737,0.6426424046743737
2024-06-04,11.0,0.4482931356608514,0.4482931356608514
2024-06-05,9.0,0.05959459763380675,0.05959459763380675
2024-06-06,5.0,-0.7178024784202826,-0.7178024784202826
2024-06-09,2.25,-1.2522629682074689,-1.2522629682074689
2024-06-10,3.25,-1.0579136991939466,-1.0579136991939466
2024-06-11,7.0,-0.32910394039323787,-0.32910394039323787
2024-06-14,9.25,0.10818191488718733,0.10818191488718733
2024-06-16,2.75,-1.1550883337007076,-1.1550883337007076
2024-06-17,7.5,-0.23192930588647673,-0.23192930588647673
2024-06-18,9.75,0.20535654939394848,0.20535654939394848
2024-06-20,7.25,-0.2805166231398573,-0.2805166231398573
2024-06-21,6.75,-0.3776912576466185,-0.3776912576466185
2024-06-23,2.25,-1.2522629682074689,-1.2522629682074689
2024-06-24,5.25,-0.6692151611669019,-0.6692151611669019
2024-06-25,6.75,-0.3776912576466185,-0.3776912576466185
2024-06-26,9.25,0.10818191488718733,0.10818191488718733
2024-06-30,4.5,-0.8149771129270437,-0.8149771129270437
2024-07-01,10.75,0.3997058184074708,0.3997058184074708
2024-07-02,4.5,-0.8149771129270437,-0.8149771129270437
2024-07-03,7.75,-0.18334198863309614,-0.18334198863309614
2024-07-07,4.5,-0.8149771129270437,-0.8149771129270437
2024-07-08,5.25,-0.6692151611669019,-0.6692151611669019
2024-07-09,5.25,-0.6692151611669019,-0.6692151611669019
2024-07-10,4.5,-0.8149771129270437,-0.8149771129270437
2024-07-14,3.75,-0.9607390646871854,-0.9607390646871854
2024-07-15,4.5,-0.8149771129270437,-0.8149771129270437
2024-07-16,6.5,-0.42627857489999904,-0.42627857489999904
2024-07-17,5.25,-0.6692151611669019,-0.6692151611669019
2024-07-18,7.5,-0.23192930588647673,-0.23192930588647673
2024-07-19,7.25,-0.2805166231398573,-0.2805166231398573
2024-07-21,2.0,-1.3008502854608495,-1.3008502854608495
2024-07-22,7.25,-0.2805166231398573,-0.2805166231398573
2024-07-23,4.0,-0.9121517474338048,-0.9121517474338048
2024-07-24,8.25,-0.08616735412633499,-0.08616735412633499
2024-07-28,3.25,-1.0579136991939466,-1.0579136991939466
2024-07-29,4.25,-0.8635644301804243,-0.8635644301804243
2024-07-30,6.5,-0.42627857489999904,-0.42627857489999904
2024-07-31,13.25,0.8855789909412766,0.8855789909412766
2024-08-01,15.25,1.2742775289683212,1.2742775289683212
2024-08-04,12.75,0.7884043564345155,0.7884043564345155
2024-08-05,24.5,3.072008267343403,3.072008267343403
2024-08-06,11.25,0.49688045291423194,0.49688045291423194
2024-08-07,10.0,0.25394386664732904,0.25394386664732904
2024-08-08,14.5,1.1285155772081794,1.1285155772081794
2024-08-09,5.5,-0.6206278439135213,-0.6206278439135213
2024-08-11,2.5,-1.2036756509540882,-1.2036756509540882
2024-08-12,9.25,0.10818191488718733,0.10818191488718733
2024-08-15,14.25,1.0799282599547988,1.0799282599547988
2024-08-16,7.75,-0.18334198863309614,-0.18334198863309614
2024-08-18,2.5,-1.2036756509540882,-1.2036756509540882
2024-08-19,4.5,-0.8149771129270437,-0.8149771129270437
2024-08-20,10.25,0.30253118390070965,0.30253118390070965
2024-08-22,10.75,0.3997058184074708,0.3997058184074708
2024-08-23,8.25,-0.08616735412633499,-0.08616735412633499
2024-08-25,3.75,-0.9607390646871854,-0.9607390646871854
2024-08-26,7.0,-0.32910394039323787,-0.32910394039323787
2024-08-27,5.75,-0.5720405266601408,-0.5720405266601408
2024-08-28,13.0,0.8369916736878961,0.8369916736878961
2024-09-01,1.75,-1.34943760271423,-1.34943760271423
2024-09-03,19.5,2.100261922275791,2.100261922275791
2024-09-04,16.25,1.4686267979818435,1.4686267979818435
2024-09-05,10.5,0.3511185011540902,0.3511185011540902
2024-09-08,3.5,-1.009326381940566,-1.009326381940566
2024-09-09,14.5,1.1285155772081794,1.1285155772081794
2024-09-10,12.5059814453125,0.7409795287052636,0.7409795287052636
2024-09-13,10.25,0.30253118390070965,0.30253118390070965
2024-09-15,2.25,-1.2522629682074689,-1.2522629682074689
2024-09-16,9.25,0.10818191488718733,0.10818191488718733
2024-09-17,6.75,-0.3776912576466185,-0.3776912576466185
2024-09-18,11.25,0.49688045291423194,0.49688045291423194
2024-09-19,9.25,0.10818191488718733,0.10818191488718733
2024-09-20,7.5,-0.23192930588647673,-0.23192930588647673
2024-09-22,2.25,-1.2522629682074689,-1.2522629682074689
2024-09-23,6.5,-0.42627857489999904,-0.42627857489999904
2024-09-24,10.0,0.25394386664732904,0.25394386664732904
2024-09-25,7.0,-0.32910394039323787,-0.32910394039323787
2024-09-29,1.75,-1.34943760271423,-1.34943760271423
2024-09-30,7.75,-0.18334198863309614,-0.18334198863309614
2024-10-01,10.75,0.3997058184074708,0.3997058184074708
2024-10-02,7.75,-0.18334198863309614,-0.18334198863309614
2024-10-03,8.25,-0.08616735412633499,-0.08616735412633499
2024-10-06,3.25,-1.0579136991939466,-1.0579136991939466
2024-10-07,7.25,-0.2805166231398573,-0.2805166231398573
2024-10-08,6.75,-0.3776912576466185,-0.3776912576466185
2024-10-09,8.0,-0.13475467137971556,-0.13475467137971556
2024-10-13,1.5,-1.3980249199676107,-1.3980249199676107
2024-10-14,6.75,-0.3776912576466185,-0.3776912576466185
2024-10-15,7.0,-0.32910394039323787,-0.32910394039323787
2024-10-16,4.5,-0.8149771129270437,-0.8149771129270437
2024-10-17,7.5,-0.23192930588647673,-0.23192930588647673
2024-10-18,5.5,-0.6206278439135213,-0.6206278439135213
2024-10-20,2.0,-1.3008502854608495,-1.3008502854608495
2024-10-21,14.0,1.0313409427014184,1.0313409427014184
2024-10-22,7.75,-0.18334198863309614,-0.18334198863309614
2024-10-23,4.75,-0.766389795673663,-0.766389795673663
2024-10-24,6.5,-0.42627857489999904,-0.42627857489999904
2024-10-25,8.25,-0.08616735412633499,-0.08616735412633499
2024-10-27,6.0,-0.5234532094067602,-0.5234532094067602
2024-10-28,7.5,-0.23192930588647673,-0.23192930588647673
2024-10-29,11.25,0.49688045291423194,0.49688045291423194
2024-11-03,3.75,-0.9607390646871854,-0.9607390646871854
2024-11-04,6.25,-0.4748658921533796,-0.4748658921533796
2024-11-05,23.25,2.8290716810764995,2.8290716810764995
2024-11-06,10.75,0.3997058184074708,0.3997058184074708
2024-11-07,15.5,1.3228648462217019,1.3228648462217019
2024-11-08,7.0,-0.32910394039323787,-0.32910394039323787
2024-11-10,3.75,-0.9607390646871854,-0.9607390646871854
2024-11-11,6.25,-0.4748658921533796,-0.4748658921533796
2024-11-12,12.25,0.6912297219277542,0.6912297219277542
2024-11-15,10.5,0.3511185011540902,0.3511185011540902
2024-11-17,2.5,-1.2036756509540882,-1.2036756509540882
2024-11-18,9.25,0.10818191488718733,0.10818191488718733
