Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,3.25,-0.5497538148333845,-0.5497538148333845
2024-10-01,1.75,-1.225462007728326,-1.225462007728326
2024-10-02,6.25,0.8016625709564986,0.8016625709564986
2024-10-03,3.25,-0.5497538148333845,-0.5497538148333845
2024-10-07,4.0,-0.2118997183859137,-0.2118997183859137
2024-10-08,3.75,-0.32451775053507065,-0.32451775053507065
2024-10-09,4.0,-0.2118997183859137,-0.2118997183859137
2024-10-14,3.25,-0.5497538148333845,-0.5497538148333845
2024-10-15,4.5,0.013336345912400141,0.013336345912400141
2024-10-16,3.25,-0.5497538148333845,-0.5497538148333845
2024-10-17,6.75,1.0268986352548124,1.0268986352548124
2024-10-18,4.25,-0.09928168623675679,-0.09928168623675679
2024-10-21,2.5,-0.8876079112808553,-0.8876079112808553
2024-10-22,4.5,0.013336345912400141,0.013336345912400141
2024-10-23,4.5,0.013336345912400141,0.013336345912400141
2024-10-24,3.75,-0.32451775053507065,-0.32451775053507065
2024-10-25,3.75,-0.32451775053507065,-0.32451775053507065
2024-10-28,3.5,-0.43713578268422754,-0.43713578268422754
2024-10-29,4.75,0.12595437806155707,0.12595437806155707
2024-11-04,3.0,-0.6623718469825414,-0.6623718469825414
2024-11-05,3.5,-0.43713578268422754,-0.43713578268422754
2024-11-06,6.25,0.8016625709564986,0.8016625709564986
2024-11-07,10.0,2.4909330531938525,2.4909330531938525
2024-11-08,4.0,-0.2118997183859137,-0.2118997183859137
2024-11-11,3.25,-0.5497538148333845,-0.5497538148333845
2024-11-12,4.0,-0.2118997183859137,-0.2118997183859137
2024-11-15,10.25,2.6035510853430095,2.6035510853430095
2024-11-18,5.25,0.3511904423598709,0.3511904423598709
2024-11-19,5.0,0.238572410210714,0.238572410210714
2024-11-20,3.25,-0.5497538148333845,-0.5497538148333845
2024-11-21,4.5,0.013336345912400141,0.013336345912400141
2024-11-22,3.0,-0.6623718469825414,-0.6623718469825414
2024-11-25,9.5,2.2656969888955385,2.2656969888955385
2024-11-26,3.25,-0.5497538148333845,-0.5497538148333845
2024-11-28,4.75,0.12595437806155707,0.12595437806155707
2024-11-29,3.25,-0.5497538148333845,-0.5497538148333845
2024-12-02,8.25,1.702606828149754,1.702606828149754
2024-12-03,7.75,1.4773707638514402,1.4773707638514402
2024-12-04,1.5,-1.338080039877483,-1.338080039877483
2024-12-05,5.75,0.5764265066581847,0.5764265066581847
2024-12-09,4.0,-0.2118997183859137,-0.2118997183859137
2024-12-10,3.75,-0.32451775053507065,-0.32451775053507065
2024-12-13,3.0,-0.6623718469825414,-0.6623718469825414
2024-12-16,1.75,-1.225462007728326,-1.225462007728326
2024-12-17,5.75,0.5764265066581847,0.5764265066581847
2024-12-18,5.5,0.46380847450902785,0.46380847450902785
2024-12-23,2.5,-0.8876079112808553,-0.8876079112808553
2024-12-24,0.75,-1.6759341363249538,-1.6759341363249538
2024-12-26,2.0,-1.112843975579169,-1.112843975579169
2024-12-27,2.75,-0.7749898791316984,-0.7749898791316984
2024-12-30,4.5,0.013336345912400141,0.013336345912400141
2024-12-31,3.0,-0.6623718469825414,-0.6623718469825414
2025-01-02,4.25,-0.09928168623675679,-0.09928168623675679
2025-01-03,3.0,-0.6623718469825414,-0.6623718469825414
2025-01-06,4.0,-0.2118997183859137,-0.2118997183859137
2025-01-07,2.25,-1.0002259434300123,-1.0002259434300123
2025-01-08,5.5,0.46380847450902785,0.46380847450902785
2025-01-09,2.75,-0.7749898791316984,-0.7749898791316984
2025-01-13,4.0,-0.2118997183859137,-0.2118997183859137
2025-01-16,5.0,0.238572410210714,0.238572410210714
2025-01-17,5.25,0.3511904423598709,0.3511904423598709
2025-01-20,8.0,1.5899887960005972,1.5899887960005972
2025-01-21,3.5,-0.43713578268422754,-0.43713578268422754
2025-01-22,3.0,-0.6623718469825414,-0.6623718469825414
2025-01-23,4.75,0.12595437806155707,0.12595437806155707
2025-01-24,1.75,-1.225462007728326,-1.225462007728326
2025-01-27,6.0,0.6890445388073417,0.6890445388073417
2025-01-28,2.5,-0.8876079112808553,-0.8876079112808553
2025-01-29,2.75,-0.7749898791316984,-0.7749898791316984
2025-02-03,5.0,0.238572410210714,0.238572410210714
2025-02-04,3.0,-0.6623718469825414,-0.6623718469825414
2025-02-05,2.25,-1.0002259434300123,-1.0002259434300123
2025-02-06,4.25,-0.09928168623675679,-0.09928168623675679
2025-02-10,3.75,-0.32451775053507065,-0.32451775053507065
2025-02-11,2.0,-1.112843975579169,-1.112843975579169
2025-02-14,8.0,1.5899887960005972,1.5899887960005972
2025-02-17,1.25,-1.4506980720266398,-1.4506980720266398
2025-02-18,1.75,-1.225462007728326,-1.225462007728326
2025-02-19,2.75,-0.7749898791316984,-0.7749898791316984
2025-02-20,3.5,-0.43713578268422754,-0.43713578268422754
2025-02-21,2.5,-0.8876079112808553,-0.8876079112808553
2025-02-24,5.0,0.238572410210714,0.238572410210714
2025-02-25,5.0,0.238572410210714,0.238572410210714
2025-02-26,4.0,-0.2118997183859137,-0.2118997183859137
2025-03-03,3.5,-0.43713578268422754,-0.43713578268422754
2025-03-04,4.5,0.013336345912400141,0.013336345912400141
2025-03-05,6.0,0.6890445388073417,0.6890445388073417
2025-03-06,6.5,0.9142806031056555,0.9142806031056555
2025-03-10,4.0,-0.2118997183859137,-0.2118997183859137
2025-03-11,3.75,-0.32451775053507065,-0.32451775053507065
2025-03-14,3.25,-0.5497538148333845,-0.5497538148333845
2025-03-17,6.75,1.0268986352548124,1.0268986352548124
2025-03-18,3.75,-0.32451775053507065,-0.32451775053507065
2025-03-19,4.5,0.013336345912400141,0.013336345912400141
2025-03-20,4.25,-0.09928168623675679,-0.09928168623675679
2025-03-21,2.75,-0.7749898791316984,-0.7749898791316984
2025-03-24,2.0,-1.112843975579169,-1.112843975579169
2025-03-25,4.25,-0.09928168623675679,-0.09928168623675679
2025-03-26,2.5,-0.8876079112808553,-0.8876079112808553
2025-03-31,4.0,-0.2118997183859137,-0.2118997183859137
2025-04-01,5.0,0.238572410210714,0.238572410210714
2025-04-02,4.25,-0.09928168623675679,-0.09928168623675679
2025-04-03,10.5,2.7161691174921665,2.7161691174921665
2025-04-04,11.75,3.279259278237951,3.279259278237951
2025-04-07,10.75,2.828787149641323,2.828787149641323
2025-04-08,13.25,3.954967471132892,3.954967471132892
2025-04-09,13.75,4.180203535431206,4.180203535431206
2025-04-14,6.5,0.9142806031056555,0.9142806031056555
2025-04-15,6.75,1.0268986352548124,1.0268986352548124
2025-04-16,4.5,0.013336345912400141,0.013336345912400141
2025-04-17,4.5,0.013336345912400141,0.013336345912400141
2025-04-21,6.25,0.8016625709564986,0.8016625709564986
2025-04-22,3.5,-0.43713578268422754,-0.43713578268422754
2025-04-23,3.5,-0.43713578268422754,-0.43713578268422754
2025-04-24,5.0,0.238572410210714,0.238572410210714
2025-04-25,2.75,-0.7749898791316984,-0.7749898791316984
2025-04-28,3.25,-0.5497538148333845,-0.5497538148333845
2025-04-29,4.5,0.013336345912400141,0.013336345912400141
2025-05-01,3.75,-0.32451775053507065,-0.32451775053507065
2025-05-05,4.5,0.013336345912400141,0.013336345912400141
2025-05-06,3.25,-0.5497538148333845,-0.5497538148333845
2025-05-07,4.75,0.12595437806155707,0.12595437806155707
2025-05-08,4.25,-0.09928168623675679,-0.09928168623675679
2025-05-09,3.25,-0.5497538148333845,-0.5497538148333845
2025-05-12,4.25,-0.09928168623675679,-0.09928168623675679
2025-05-14,4.5,0.013336345912400141,0.013336345912400141
2025-05-16,2.75,-0.7749898791316984,-0.7749898791316984
2025-05-19,5.25,0.3511904423598709,0.3511904423598709
2025-05-20,3.0,-0.6623718469825414,-0.6623718469825414
2025-05-21,2.25,-1.0002259434300123,-1.0002259434300123
2025-05-22,4.75,0.12595437806155707,0.12595437806155707
2025-05-23,9.75,2.3783150210446955,2.3783150210446955
2025-05-26,2.5,-0.8876079112808553,-0.8876079112808553
2025-05-27,2.5,-0.8876079112808553,-0.8876079112808553
2025-05-28,5.5,0.46380847450902785,0.46380847450902785
2025-06-02,2.5,-0.8876079112808553,-0.8876079112808553
2025-06-03,3.25,-0.5497538148333845,-0.5497538148333845
2025-06-04,7.0,1.1395166674039694,1.1395166674039694
2025-06-05,6.5,0.9142806031056555,0.9142806031056555
2025-06-09,3.0,-0.6623718469825414,-0.6623718469825414
2025-06-10,2.0,-1.112843975579169,-1.112843975579169
2025-06-13,6.0,0.6890445388073417,0.6890445388073417
2025-06-16,4.75,0.12595437806155707,0.12595437806155707
2025-06-17,7.0,1.1395166674039694,1.1395166674039694
2025-06-18,3.25,-0.5497538148333845,-0.5497538148333845
2025-06-19,4.75,0.12595437806155707,0.12595437806155707
2025-06-20,3.75,-0.32451775053507065,-0.32451775053507065
2025-06-23,6.75,1.0268986352548124,1.0268986352548124
2025-06-24,3.5,-0.43713578268422754,-0.43713578268422754
2025-06-25,4.75,0.12595437806155707,0.12595437806155707
2025-06-30,2.75,-0.7749898791316984,-0.7749898791316984
2025-07-01,4.5,0.013336345912400141,0.013336345912400141
