Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-21,9.0,-0.036043919419864116,-0.036043919419864116
2025-04-22,7.5,-0.32562336395404434,-0.32562336395404434
2025-04-23,12.5,0.6396414511598897,0.6396414511598897
2025-04-24,6.0,-0.6152028084882245,-0.6152028084882245
2025-04-25,8.5,-0.13257040093125752,-0.13257040093125752
2025-04-28,8.5,-0.13257040093125752,-0.13257040093125752
2025-04-29,8.0,-0.22909688244265092,-0.22909688244265092
2025-05-01,10.0,0.1570090436029227,0.1570090436029227
2025-05-05,4.0,-1.001308734533798,-1.001308734533798
2025-05-06,7.5,-0.32562336395404434,-0.32562336395404434
2025-05-07,6.5,-0.5186763269768312,-0.5186763269768312
2025-05-08,6.5,-0.5186763269768312,-0.5186763269768312
2025-05-09,7.5,-0.32562336395404434,-0.32562336395404434
2025-05-12,10.5,0.2535355251143161,0.2535355251143161
2025-05-14,6.5,-0.5186763269768312,-0.5186763269768312
2025-05-16,6.5,-0.5186763269768312,-0.5186763269768312
2025-05-19,11.5,0.4465884881371029,0.4465884881371029
2025-05-20,10.0,0.1570090436029227,0.1570090436029227
2025-05-21,8.5,-0.13257040093125752,-0.13257040093125752
2025-05-22,5.5,-0.7117292899996179,-0.7117292899996179
2025-05-23,9.5,0.06048256209152929,0.06048256209152929
2025-05-26,7.0,-0.4221498454654377,-0.4221498454654377
2025-05-27,11.5,0.4465884881371029,0.4465884881371029
2025-05-28,9.0,-0.036043919419864116,-0.036043919419864116
2025-06-02,14.5,1.0257473772054633,1.0257473772054633
2025-06-03,6.5,-0.5186763269768312,-0.5186763269768312
2025-06-04,5.5,-0.7117292899996179,-0.7117292899996179
2025-06-05,8.5,-0.13257040093125752,-0.13257040093125752
2025-06-09,7.5,-0.32562336395404434,-0.32562336395404434
2025-06-10,9.0,-0.036043919419864116,-0.036043919419864116
2025-06-13,13.5,0.8326944141826765,0.8326944141826765
2025-06-16,9.0,-0.036043919419864116,-0.036043919419864116
2025-06-17,6.5,-0.5186763269768312,-0.5186763269768312
2025-06-18,10.0,0.1570090436029227,0.1570090436029227
2025-06-19,9.5,0.06048256209152929,0.06048256209152929
2025-06-20,13.5,0.8326944141826765,0.8326944141826765
2025-06-23,6.0,-0.6152028084882245,-0.6152028084882245
2025-06-24,10.5,0.2535355251143161,0.2535355251143161
2025-06-25,3.0,-1.194361697556585,-1.194361697556585
