Date,"Volatility of Returns (Session:London 0-7 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-14,3.25,-0.7250278528373484,-0.7250278528373484
2025-05-16,3.5,-0.6281725514309596,-0.6281725514309596
2025-05-19,5.25,0.04981455841376193,0.04981455841376193
2025-05-20,4.25,-0.33760664721179323,-0.33760664721179323
2025-05-21,4.0,-0.434461948618182,-0.434461948618182
2025-05-22,3.0,-0.8218831542437371,-0.8218831542437371
2025-05-23,3.5,-0.6281725514309596,-0.6281725514309596
2025-05-26,2.5,-1.0155937570565148,-1.0155937570565148
2025-05-27,3.25,-0.7250278528373484,-0.7250278528373484
2025-05-28,2.0,-1.2093043598692923,-1.2093043598692923
2025-06-02,4.0,-0.434461948618182,-0.434461948618182
2025-06-03,3.25,-0.7250278528373484,-0.7250278528373484
2025-06-04,2.75,-0.9187384556501259,-0.9187384556501259
2025-06-05,3.0,-0.8218831542437371,-0.8218831542437371
2025-06-09,2.75,-0.9187384556501259,-0.9187384556501259
2025-06-10,4.25,-0.33760664721179323,-0.33760664721179323
2025-06-13,7.5,0.921512271071261,0.921512271071261
2025-06-16,5.0,-0.04704074299262686,-0.04704074299262686
2025-06-17,3.25,-0.7250278528373484,-0.7250278528373484
2025-06-18,4.5,-0.24075134580540444,-0.24075134580540444
2025-06-19,3.75,-0.5313172500245708,-0.5313172500245708
2025-06-20,5.75,0.2435251612265395,0.2435251612265395
2025-06-23,3.0,-0.8218831542437371,-0.8218831542437371
2025-06-24,3.75,-0.5313172500245708,-0.5313172500245708
2025-06-25,3.25,-0.7250278528373484,-0.7250278528373484
2025-06-30,5.0,-0.04704074299262686,-0.04704074299262686
2025-07-01,3.25,-0.7250278528373484,-0.7250278528373484
2025-07-02,4.25,-0.33760664721179323,-0.33760664721179323
2025-07-04,4.5,-0.24075134580540444,-0.24075134580540444
2025-07-07,3.5,-0.6281725514309596,-0.6281725514309596
2025-07-08,4.0,-0.434461948618182,-0.434461948618182
2025-07-09,2.75,-0.9187384556501259,-0.9187384556501259
2025-07-10,0.5,-1.790436168307625,-1.790436168307625
